       0      24     0  7.614e-01 -5.848e+00 -7.000e+02     0     0    12     0     0     0   2.57594038039603462047068e-06  2.115e-03  3.030e+02 -2.200e+02 -3.356e+00    2    1    0    0 phantom_phys NULL
       0      24     0  7.614e-01 -5.848e+00 -7.000e+02     0     0    11     0     0     0   2.57606218601284614355576e-06  1.323e-02  3.230e+02 -2.269e+02  2.644e+01    2    2    0    0 phantom_phys NULL
       0      32     0  3.851e-01  3.798e+00 -7.000e+02     0     0     2     0     0     0   1.31418859774997868030202e-04  2.771e-08 -2.894e+01  3.705e+02 -1.724e+02    0    0    0    0 NULL NULL
       0      32     0  3.851e-01  3.798e+00 -7.000e+02     0     0     2     0     0     0   1.32313009745542025123385e-04  7.057e-08 -2.831e+01  3.737e+02 -1.734e+02    0    0    0    0 NULL NULL
       0      64     0  3.914e+00 -2.175e+00 -7.000e+02     0     0    10     0     0     0   2.57596807665978976247933e-06  1.963e-03 -3.695e+02  1.302e+02  6.207e+01    0    1    0    0 NULL NULL
       0      69     0  2.893e-01 -1.096e+00 -7.000e+02     0     0    10     0     0     0   2.57678566481521428854513e-06  1.413e-02 -2.087e+02 -3.066e+02  1.201e+01    3    1    0    0 phantom_phys NULL
       0      69     0  2.893e-01 -1.096e+00 -7.000e+02     0     0     0     0     0     0   2.57690287737990275413087e-06  1.685e-02 -2.353e+02 -2.938e+02 -7.079e+00    3    2    0    0 phantom_phys NULL
       0      69     0  2.893e-01 -1.096e+00 -7.000e+02     0     0     6     0     0     0   2.57780295459148060222237e-06  6.262e-03 -1.062e+00 -3.925e+02 -9.767e+01    3    3    0    0 phantom_phys NULL
       0      82     0 -7.481e-01  4.592e+00 -7.000e+02     0     0     5     0     0     0   2.57656350911131548991830e-06  9.185e-03 -2.795e+02  2.720e+02  4.058e+01    3    1    0    0 phantom_phys NULL
       0      82     0 -7.481e-01  4.592e+00 -7.000e+02     0     0    11     0     0     0   2.57886207555653554192115e-06  3.265e-03 -3.591e+01 -3.700e+02 -1.786e+01    3    2    0    0 phantom_phys NULL
       0      86     0 -4.753e-01 -5.417e+00 -7.000e+02     0     0    10     0     0     0   2.61450282619064085823076e-06  4.617e-02  2.212e+02  3.262e+02 -1.229e+02    0    0    0    0 NULL NULL
       0      86     0 -4.753e-01 -5.417e+00 -7.000e+02     0     0     1     0     0     0   2.65619734253799040377608e-06  2.604e-03  2.509e+02  3.016e+02 -9.805e+01    0    0    0    0 NULL NULL
       0      86     0 -4.753e-01 -5.417e+00 -7.000e+02     0     0     1     0     0     0   2.65767112896075121327723e-06  1.898e-03  2.515e+02  3.016e+02 -9.695e+01    0    0    0    0 NULL NULL
       0      86     0 -4.753e-01 -5.417e+00 -7.000e+02     0     0     1     0     0     0   2.66303135086803318789844e-06  1.080e-03  2.546e+02  3.018e+02 -9.603e+01    0    0    0    0 NULL NULL
       0      86     0 -4.753e-01 -5.417e+00 -7.000e+02     0     0    11     0     0     0   2.60435726806083305736044e-06  9.393e-01  2.217e+02  3.167e+02 -1.536e+02    0    0    0    0 NULL NULL
